region_code,region_name,municipalty_code,municipalty_name,group,lon,lat
0006,Jönköpings län,0684,Sävsjö,64.1,14.553088017312874,57.19762522661334
0006,Jönköpings län,0684,Sävsjö,64.1,14.543757631436476,57.165606194685815
0006,Jönköpings län,0684,Sävsjö,64.1,14.487092786715479,57.15771311960188
0006,Jönköpings län,0684,Sävsjö,64.1,14.38727494379279,57.15503431603197
0006,Jönköpings län,0684,Sävsjö,64.1,14.373167757659568,57.192476361545474
0006,Jönköpings län,0684,Sävsjö,64.1,14.412233155856175,57.20672849006143
0006,Jönköpings län,0684,Sävsjö,64.1,14.430359375776709,57.28705300768569
0006,Jönköpings län,0684,Sävsjö,64.1,14.39282872367673,57.33590389758208
0006,Jönköpings län,0684,Sävsjö,64.1,14.370153431388546,57.38160037308229
0006,Jönköpings län,0684,Sävsjö,64.1,14.36038362368872,57.46754806624539
0006,Jönköpings län,0684,Sävsjö,64.1,14.4569821477944,57.49332317375649
0006,Jönköpings län,0684,Sävsjö,64.1,14.518892187306731,57.493754684602926
0006,Jönköpings län,0684,Sävsjö,64.1,14.568350865755475,57.45506074396401
0006,Jönköpings län,0684,Sävsjö,64.1,14.610982808468089,57.451026990815016
0006,Jönköpings län,0684,Sävsjö,64.1,14.644491626808275,57.469129526850146
0006,Jönköpings län,0684,Sävsjö,64.1,14.713570302654295,57.46366763386452
0006,Jönköpings län,0684,Sävsjö,64.1,14.754456375597602,57.41632337689375
0006,Jönköpings län,0684,Sävsjö,64.1,14.82198548394503,57.4090564987362
0006,Jönköpings län,0684,Sävsjö,64.1,14.814255295757174,57.329981925304494
0006,Jönköpings län,0684,Sävsjö,64.1,14.808621516499345,57.267059569098016
0006,Jönköpings län,0684,Sävsjö,64.1,14.787426907677753,57.23207381048908
0006,Jönköpings län,0684,Sävsjö,64.1,14.728704321926664,57.23163774129129
0006,Jönköpings län,0684,Sävsjö,64.1,14.672048272010702,57.21299895877688
0006,Jönköpings län,0685,Vetlanda,65.1,15.21803706063571,57.52793648688356
0006,Jönköpings län,0685,Vetlanda,65.1,15.300746118483579,57.52317662288704
0006,Jönköpings län,0685,Vetlanda,65.1,15.36275071030879,57.49967765210143
0006,Jönköpings län,0685,Vetlanda,65.1,15.40811860903191,57.52413557421187
0006,Jönköpings län,0685,Vetlanda,65.1,15.465497405819425,57.526180222215906
0006,Jönköpings län,0685,Vetlanda,65.1,15.510346345664505,57.56330515345541
0006,Jönköpings län,0685,Vetlanda,65.1,15.577978640327224,57.55564273004776
0006,Jönköpings län,0685,Vetlanda,65.1,15.621515492411294,57.53493634832683
